Speaker,Talk
平儿,买办买的是那样的，他买了好的来，买办岂肯和他善开交，又说他使坏心要夺这买办了．所以他们也只得如此，宁可得罪了里头，不肯得罪了外头办事的人．姑娘们只能可使奶妈妈们，他们也就不敢闲话了。
平儿,还没有咱们这一半大，树木花草也少多了。
探春,我因和他家女儿说闲话儿，谁知那么个园子，除他们带的花，吃的笋菜鱼虾之外，一年还有人包了去，年终足有二百两银子剩．从那日我才知道，一个破荷叶，一根枯草根子，都是值钱的。
宝钗,真真膏粱纨绔之谈．虽是千金小姐，原不知这事，但你们都念过书识字的，竟没看见朱夫子有一篇《不自弃文》不成？
探春,虽看过，那不过是勉人自励，虚比浮词，那里都真有的？
宝钗,朱子都有虚比浮词？那句句都是有的．你才办了两天时事，就利欲熏心，把朱子都看虚浮了．你再出去见了那些利弊大事，越发把孔子也看虚了！
探春,你这样一个通人，竟没看见子书？当日《姬子》有云：`登利禄之场，处运筹之界者，窃尧舜之词，背孔孟之道．-
宝钗,底下一句呢？
宝钗,天下没有不可用的东西，既可用，便值钱．难为你是个聪敏人，这些正事大节目事竟没经历，也可惜迟了。
李纨,叫了人家来，不说正事，且你们对讲学问。
宝钗,学问中便是正事．此刻于小事上用学问一提，那小事越发作高一层了．不拿学问提着，便都流入市俗去了。
探春,咱们这园子只算比他们的多一半，加一倍算，一年就有四百银子的利息．若此时也出脱生发银子，自然小器，不是咱们这样人家的事．若派出两个一定的人来，既有许多值钱之物，一味任人作践，也似乎暴殄天物．不如在园子里所有的老妈妈中，拣出几个本分老诚能知园圃的事，派准他们收拾料理，也不必要他们交租纳税，只问他们一年可以孝敬些什么．一则园子有专定之人修理，花木自有一年好似一年的，也不用临时忙乱，二则也不至作践，白辜负了东西，三则老妈妈们也可借此小补，不枉年日在园中辛苦，四则亦可以省了这些花儿匠山子匠打扫人等的工费．将此有余，以补不足，未为不可。
宝钗,善哉，三年之内无饥馑矣！
李纨,好主意．这果一行，太太必喜欢．省钱事小，第一有人打扫，专司其职，又许他们去卖钱．使之以权，动之以利，再无不尽职的了。
平儿,这件事须得姑娘说出来．我们奶奶虽有此心，也未必好出口．此刻姑娘们在园里住着，不能多弄些玩意儿去陪衬，反叫人去监管修理，图省钱，这话断不好出口。
宝钗,你张开嘴，我瞧瞧你的牙齿舌头是什么作的．从早起来到这会子，你说这些话，一套一个样子，也不奉承三姑娘，也没见你说奶奶才短想不到，也并没有三姑娘说一句，你就说一句是，横竖三姑娘一套话出，你就有一套话进去，总是三姑娘想的到的，你奶奶也想到了，只是必有个不可办的原故．这会子又是因姑娘住的园子，不好因省钱令人去监管．你们想想这话，若果真交与人弄钱去的，那人自然是一枝花也不许掐，一个果子也不许动了，姑娘们分中自然不敢，天天与小姑娘们就吵不清．他这远愁近虑，不亢不卑．他奶奶便不是和咱们好，听他这一番话，也必要自愧的变好了，不和也变和了．
探春,我早起一肚子气，听他来了，忽然想起他主子来，素日当家使出来的好撒野的人，我见了他便生了气．谁知他来了，避猫鼠儿似的站了半日，怪可怜的．接着又说了那么些话，不说他主子待我好，倒说`不枉姑娘待我们奶奶素日的情意了．-这一句，不但没了气，我倒愧了，又伤起心来．我细想，我一个女孩儿家，自己还闹得没人疼没人顾的，我那里还有好处去待人。
李纨,趁今日清净，大家商议两件兴利剔弊的事，也不枉太太委托一场．又提这没要紧的事做什么？
平儿,我已明白了．姑娘竟说谁好，竟一派人就完了。
探春,虽如此说，也须得回你奶奶一声．我们这里搜剔小遗，已经不当，皆因你奶奶是个明白人，我才这样行，若是糊涂多蛊多妒的，我也不肯，倒象抓他乖一般．岂可不商议了行。
平儿,既这样，我去告诉一声。
众人,那一片竹子单交给我，一年工夫，明年又是一片．除了家里吃的笋，一年还可交些钱粮。
一个,那一片稻地交给我，一年这些顽的大小雀鸟的粮食不必动官中钱粮，我还可以交钱粮。
人,大夫来了，进园瞧姑娘。
平儿,单你们，有一百个也不成个体统，难道没有两个管事的头脑带进大夫来？
人,有，吴大娘和单大娘他两个在西南角上聚锦门等着呢。
宝钗,幸于始者怠于终，缮其辞者嗜其利。
探春,这一个老祝妈是个妥当的，况他老头子和他儿子代代都是管打扫竹子，如今竟把这所有的竹子交与他．这一个老田妈本是种庄稼的，稻香村一带凡有菜蔬稻稗之类，虽是顽意儿，不必认真大治大耕，也须得他去，再一按时加些培植，岂不更好？
探春,可惜，蘅芜苑和怡红院这两处大地方竟没有出利息之物。
李纨,蘅芜苑更利害．如今香料铺并大市大庙卖的各处香料香草儿，都不是这些东西？算起来比别的利息更大．怡红院别说别的，单只说春夏天一季玫瑰花，共下多少花？还有一带篱笆上蔷薇，月季，宝相，金银藤，单这没要紧的草花干了，卖到茶叶铺药铺去，也值几个钱．
探春,原来如此．只是弄香草的没有在行的人。
平儿,跟宝姑娘的莺儿他妈就是会弄这个的，上回他还采了些晒干了辫成花篮葫芦给我顽的，姑娘倒忘了不成？
宝钗,我才赞你，你到来捉弄我了。
宝钗,断断使不得！你们这里多少得用的人，一个一个闲着没事办，这会子我又弄个人来，叫那起人连我也看小了．我倒替你们想出一个人来：怡红院有个老叶妈，他就是茗烟的娘．那是个诚实老人家，他又和我们莺儿的娘极好，不如把这事交与叶妈．他有不知的，不必咱们说，他就找莺儿的娘去商议了．那怕叶妈全不管，竟交与那一个，那是他们私情儿，有人说闲话，也就怨不到咱们身上了．如此一行，你们办的又至公，于事又甚妥。
李纨,是极。
探春,虽如此，只怕他们见利忘义。
平儿,不相干，前儿莺儿还认了叶妈做干娘，请吃饭吃酒，两家和厚的好的很呢。
探春,我又想起一件事：若年终算帐归钱时，自然归到帐房，仍是上头又添一层管主，还在他们手心里，又剥一层皮．这如今我们兴出这事来派了你们，已是跨过他们的头去了，心里有气，只说不出来，你们年终去归帐，他们还不捉弄你们等什么？再者，这一年间管什么的，主子有一全分，他们就得半分．这是家里的旧例，人所共知的，别的偷着的在外．如今这园子里是我的新创，竟别入他们手，每年归帐，竟归到里头来才好。
宝钗,依我说，里头也不用归帐，这个多了那个少了，倒多了事．不如问他们谁领这一分的，他就揽一宗事去．不过是园里的人的动用．我替你们算出来了，有限的几宗事：不过是头油，胭粉，香，纸，每一位姑娘几个丫头，都是有定例的，再者，各处笤帚，撮簸，掸子并大小禽鸟，鹿，兔吃的粮食．不过这几样，都是他们包了去，不用帐房去领钱．你算算，就省下多少来？
平儿,这几宗虽小，一年通共算了，也省的下四百两银子。
宝钗,却又来，一年四百，二年八百两，取租的房子也能看得了几间，薄地也可添几亩．虽然还有敷余的，但他们既辛苦闹一年，也要叫他们剩些，粘补粘补自家．虽是兴利节用为纲，然亦不可太啬．纵再省上二三百银子，失了大体统也不象．所以如此一行，外头帐房里一年少出四五百银子，也不觉得很艰啬了，他们里头却也得些小补．这些没营生的妈妈们也宽裕了，园子里花木，也可以每年滋长蕃盛，你们也得了可使之物．这庶几不失大体．若一味要省时，那里不搜寻出几个钱来．凡有些余利的，一概入了官中，那时里外怨声载道，岂不失了你们这样人家的大体？如今这园里几十个老妈妈们，若只给了这个，那剩的也必抱怨不公．我才说的，他们只供给这个几样，也未免太宽裕了．一年竟除了这个之外，他每人不论有余无余，只叫他拿出若干贯钱来，大家凑齐，单散与园中这些妈妈们．他们虽不料理这些，却日夜也是在园中照看当差之人，关门闭户，起早睡晚，大雨大雪，姑娘们出入，抬轿子，撑船，拉冰床．一应粗糙活计，都是他们的差使一年在园里辛苦到头，这园内既有出息，也是分内该沾带些的．还有一句至小的话，越发说破了：你们只管了自己宽裕，不分与他们些，他们虽不敢明怨，心里却都不服，只用假公济私的多摘你们几个果子，多掐几枝花儿，你们有冤还没处诉．他们也沾带了些利息，你们有照顾不到，他们就替你照顾了。
众婆子,愿意．强如出去被他揉搓着，还得拿出钱来呢．
不得,他们辛苦收拾，是该剩些钱粘补的．我们怎么好`稳坐吃三注-的？
宝钗,妈妈们也别推辞了，这原是分内应当的．你们只要日夜辛苦些，别躲懒纵放人吃酒赌钱就是了．不然，我也不该管这事，你们一般听见，姨娘亲口嘱托我三五回，说大奶奶如今又不得闲儿，别的姑娘又小，托我照看照看．我若不依，分明是叫姨娘操心．你们奶奶又多病多痛，家务也忙．我原是个闲人，便是个街坊邻居，也要帮着些，何况是亲姨娘托我．我免不得去小就大，讲不起众人嫌我．倘或我只顾了小分沽名钓誉，那时酒醉赌博生出事来，我怎么见姨娘？你们那时后悔也迟了，就连你们素日的老脸也都丢了．这些姑娘小姐们，这么一所大花园，都是你们照看，皆因看得你们是三四代的老妈妈，最是循规遵矩的，原该大家齐心，顾些体统．你们反纵放别人任意吃酒赌博，姨娘听见了，教训一场犹可，倘若被那几个管家娘子听见了，他们也不用回姨娘，竟教导你们一番．你们这年老的反受了年小的教训，虽是他们是管家．管的着你们，何如自己存些体统，他们如何得来作践．所以我如今替你们想出这个额外的进益来，也为大家齐心把这园里周全的谨谨慎慎，使那些有权执事的看见这般严肃谨慎，且不用他们操心，他们心里岂不敬伏．也不枉替你们筹画进益，既能夺他们之权，生你们之利，岂不能行无为之治，分他们之忧．你们去细想想这话。
